Transaction_ID,Date,Region,City,Product,Channel,Units_Sold,Unit_Price ,Revenue ,Cost_per_Unit ,Total_Cost ,Profit
T01658,01-01-2024,Lower Franconia,Erlangen,Club-Mate,Supermarket,4455,1.42,6309.57,0.9,3994.63,2314.94
T01659,01-01-2024,Lower Franconia,Erlangen,Club-Mate,Club/Bar,2689,1.39,3726.57,0.91,2451.78,1274.79
T01660,01-01-2024,Lower Franconia,Erlangen,Club-Mate,Online,5445,1.5,8147.94,0.97,5304.91,2843.03
T01661,01-01-2024,Lower Franconia,Erlangen,Coca-Cola,Retail,18059,0.93,16867.66,0.6,10847.12,6020.54
T01662,01-01-2024,Lower Franconia,Erlangen,Coca-Cola,Supermarket,11718,1.2,14032.54,0.57,6723.59,7308.95
T01663,01-01-2024,Lower Franconia,Erlangen,Coca-Cola,Club/Bar,19142,0.95,18158.59,0.6,11458.38,6700.22
T01664,01-01-2024,Lower Franconia,Erlangen,Coca-Cola,Online,15013,0.89,13348.95,0.61,9138.37,4210.57
T01665,01-01-2024,Lower Franconia,Erlangen,Pepsi,Retail,11972,1.02,12221.83,0.67,8028.49,4193.34
T01666,01-01-2024,Lower Franconia,Erlangen,Pepsi,Supermarket,15393,1.03,15883.86,0.63,9740.12,6143.75
T01667,01-01-2024,Lower Franconia,Erlangen,Pepsi,Club/Bar,16895,1.14,19227.32,0.62,10399.61,8827.72
T01668,01-01-2024,Lower Franconia,Erlangen,Pepsi,Online,9022,1.03,9297.74,0.51,4583.08,4714.67
T01669,01-01-2024,Swabia,Bayreuth,Club-Mate,Retail,4551,1.41,6430.68,0.95,4341.59,2089.09
T01670,01-01-2024,Swabia,Bayreuth,Club-Mate,Supermarket,6365,1.41,8961.97,0.96,6119.18,2842.79
T01671,01-01-2024,Swabia,Bayreuth,Club-Mate,Club/Bar,6077,1.33,8058.11,0.95,5790.04,2268.07
T01672,01-01-2024,Swabia,Bayreuth,Club-Mate,Online,2725,1.21,3302.54,0.82,2241.17,1061.37
T01673,01-01-2024,Swabia,Bayreuth,Coca-Cola,Retail,18403,1.15,21088.98,0.62,11328.01,9760.97
T01674,01-01-2024,Swabia,Bayreuth,Coca-Cola,Supermarket,19839,0.87,17265.43,0.58,11565.9,5699.54
T01675,01-01-2024,Swabia,Bayreuth,Coca-Cola,Club/Bar,12359,1.15,14239.45,0.6,7455.64,6783.81
T01676,01-01-2024,Swabia,Bayreuth,Coca-Cola,Online,8548,1.04,8901.46,0.54,4640.19,4261.27
T01677,01-01-2024,Swabia,Bayreuth,Pepsi,Retail,19615,1.09,21355.85,0.66,13010.48,8345.38
T01678,01-01-2024,Swabia,Bayreuth,Pepsi,Supermarket,14172,1.1,15632.84,0.64,9071.31,6561.53
T01679,01-01-2024,Swabia,Bayreuth,Pepsi,Club/Bar,9809,1.13,11108.94,0.62,6046.9,5062.04
T01680,01-01-2024,Swabia,Bayreuth,Pepsi,Online,16081,0.84,13449.6,0.52,8397.26,5052.35
T01681,01-01-2024,Lower Bavaria,Bamberg,Club-Mate,Retail,2063,1.49,3070.8,0.87,1790.23,1280.58
T01682,01-01-2024,Lower Bavaria,Bamberg,Club-Mate,Supermarket,5919,1.27,7499.25,0.83,4909.71,2589.54
T01683,01-01-2024,Lower Bavaria,Bamberg,Club-Mate,Club/Bar,3146,1.27,4008.82,0.86,2707.38,1301.44
T01684,01-01-2024,Lower Bavaria,Bamberg,Club-Mate,Online,5937,1.27,7551.09,0.9,5348.58,2202.51
T01685,01-01-2024,Lower Bavaria,Bamberg,Coca-Cola,Retail,15625,1.16,18052.45,0.65,10079.43,7973.03
T01686,01-01-2024,Lower Bavaria,Bamberg,Coca-Cola,Supermarket,13089,0.89,11592.49,0.57,7413.1,4179.39
T01687,01-01-2024,Lower Bavaria,Bamberg,Coca-Cola,Club/Bar,16800,0.86,14469.62,0.67,11334.77,3134.85
T01688,01-01-2024,Lower Bavaria,Bamberg,Coca-Cola,Online,10486,1.17,12264.98,0.7,7307.54,4957.43
T01689,01-01-2024,Lower Bavaria,Bamberg,Pepsi,Retail,13253,0.98,13051.76,0.66,8782.52,4269.24
T01690,01-01-2024,Lower Bavaria,Bamberg,Pepsi,Supermarket,11977,0.84,10042.46,0.7,8326.4,1716.06
T01691,01-01-2024,Lower Bavaria,Bamberg,Pepsi,Club/Bar,13287,1.19,15838.02,0.58,7700.76,8137.25
T01692,01-01-2024,Lower Bavaria,Bamberg,Pepsi,Online,18729,1.18,22161.05,0.63,11830.16,10330.89
T01693,01-01-2024,Franconia,Passau,Club-Mate,Retail,4080,1.41,5737.39,0.82,3337.21,2400.17
T01694,01-01-2024,Franconia,Passau,Club-Mate,Supermarket,5258,1.34,7036.15,0.96,5036.41,1999.74
T01695,01-01-2024,Franconia,Passau,Club-Mate,Club/Bar,6243,1.46,9094.85,0.97,6033.13,3061.72
T01696,01-01-2024,Franconia,Passau,Club-Mate,Online,3101,1.34,4164.88,0.95,2953.57,1211.31
T01697,01-01-2024,Franconia,Passau,Coca-Cola,Retail,12582,1.14,14318.16,0.51,6418.22,7899.94
T01698,01-01-2024,Franconia,Passau,Coca-Cola,Supermarket,16237,1.15,18687.26,0.64,10431.22,8256.04
T01699,01-01-2024,Franconia,Passau,Coca-Cola,Club/Bar,9614,1.2,11490.76,0.51,4913.34,6577.42
T01700,01-01-2024,Franconia,Passau,Coca-Cola,Online,19122,0.94,17932.21,0.63,12018.36,5913.85
T01701,01-01-2024,Franconia,Passau,Pepsi,Retail,19545,1.1,21515.45,0.67,13005.17,8510.28
T01702,01-01-2024,Franconia,Passau,Pepsi,Supermarket,17987,1.01,18204.83,0.56,10121.51,8083.31
T01703,01-01-2024,Franconia,Passau,Pepsi,Club/Bar,15219,1.03,15750.47,0.66,10005.11,5745.36
T01704,01-01-2024,Franconia,Passau,Pepsi,Online,14828,1.08,16032.05,0.63,9313.29,6718.76
T01705,01-01-2024,Lower Bavaria,Rosenheim,Club-Mate,Retail,5991,1.32,7897.2,0.88,5256.04,2641.16
T01706,01-01-2024,Lower Bavaria,Rosenheim,Club-Mate,Supermarket,4397,1.45,6392.22,0.81,3554.31,2837.91
T01707,01-01-2024,Lower Bavaria,Rosenheim,Club-Mate,Club/Bar,4136,1.4,5798.89,0.98,4036.04,1762.84
T01708,01-01-2024,Lower Bavaria,Rosenheim,Club-Mate,Online,4374,1.26,5491.57,0.99,4317.32,1174.25
T01709,01-01-2024,Lower Bavaria,Rosenheim,Coca-Cola,Retail,14862,0.97,14414.41,0.59,8739.52,5674.89
T01710,01-01-2024,Lower Bavaria,Rosenheim,Coca-Cola,Supermarket,10624,1.11,11780.77,0.67,7111.82,4668.96
T01711,01-01-2024,Lower Bavaria,Rosenheim,Coca-Cola,Club/Bar,13446,1.19,16035.22,0.56,7467.25,8567.97
T01712,01-01-2024,Lower Bavaria,Rosenheim,Coca-Cola,Online,13882,1.18,16415.12,0.51,7059.26,9355.85
T01713,01-01-2024,Lower Bavaria,Rosenheim,Pepsi,Retail,8628,0.8,6908.62,0.62,5340.21,1568.4
T01714,01-01-2024,Lower Bavaria,Rosenheim,Pepsi,Supermarket,15797,1.01,16014,0.59,9265.55,6748.45
T01715,01-01-2024,Lower Bavaria,Rosenheim,Pepsi,Club/Bar,13815,0.9,12447.02,0.59,8153.55,4293.47
T01716,01-01-2024,Lower Bavaria,Rosenheim,Pepsi,Online,18372,0.97,17848.04,0.63,11630.39,6217.65
T01717,01-02-2024,Upper Palatinate,Munich,Club-Mate,Retail,5813,1.23,7140.36,1,5807.7,1332.66
T01718,01-02-2024,Upper Palatinate,Munich,Club-Mate,Supermarket,3985,1.42,5665.36,0.89,3541.32,2124.04
T01719,01-02-2024,Upper Palatinate,Munich,Club-Mate,Club/Bar,5721,1.32,7535.51,0.81,4611.18,2924.33
T01720,01-02-2024,Upper Palatinate,Munich,Club-Mate,Online,2346,1.24,2907.6,0.93,2174.54,733.06
T01721,01-02-2024,Upper Palatinate,Munich,Coca-Cola,Retail,11145,1.04,11581.2,0.5,5605.66,5975.54
T01722,01-02-2024,Upper Palatinate,Munich,Coca-Cola,Supermarket,18071,1.14,20624.87,0.65,11822.57,8802.3
T01723,01-02-2024,Upper Palatinate,Munich,Coca-Cola,Club/Bar,10247,1.05,10779.76,0.55,5677.56,5102.2
T01724,01-02-2024,Upper Palatinate,Munich,Coca-Cola,Online,19164,0.94,18048.56,0.62,11827.65,6220.92
T01725,01-02-2024,Upper Palatinate,Munich,Pepsi,Retail,15945,1,15894.05,0.69,11053.44,4840.61
T01726,01-02-2024,Upper Palatinate,Munich,Pepsi,Supermarket,17382,0.82,14197.47,0.55,9485.61,4711.86
T01727,01-02-2024,Upper Palatinate,Munich,Pepsi,Club/Bar,8158,0.87,7066.91,0.64,5260.18,1806.73
T01728,01-02-2024,Upper Palatinate,Munich,Pepsi,Online,16478,1.01,16614.52,0.61,10057.8,6556.73
T01729,01-02-2024,Lower Bavaria,Nuremberg,Club-Mate,Retail,2345,1.28,2993.75,0.92,2167.82,825.93
T01730,01-02-2024,Lower Bavaria,Nuremberg,Club-Mate,Supermarket,4544,1.31,5938.22,0.83,3775.6,2162.62
T01731,01-02-2024,Lower Bavaria,Nuremberg,Club-Mate,Club/Bar,2012,1.42,2852.06,0.94,1897.99,954.07
T01732,01-02-2024,Lower Bavaria,Nuremberg,Club-Mate,Online,6049,1.24,7491.75,0.84,5099.91,2391.84
T01733,01-02-2024,Lower Bavaria,Nuremberg,Coca-Cola,Retail,15292,1.03,15781.21,0.5,7659.52,8121.69
T01734,01-02-2024,Lower Bavaria,Nuremberg,Coca-Cola,Supermarket,9769,1.04,10199.71,0.66,6419.73,3779.98
T01735,01-02-2024,Lower Bavaria,Nuremberg,Coca-Cola,Club/Bar,19327,1.12,21634.38,0.62,11898.96,9735.41
T01736,01-02-2024,Lower Bavaria,Nuremberg,Coca-Cola,Online,11748,1.01,11855.3,0.67,7888.78,3966.52
T01737,01-02-2024,Lower Bavaria,Nuremberg,Pepsi,Retail,15197,1.01,15285.48,0.65,9808.32,5477.16
T01738,01-02-2024,Lower Bavaria,Nuremberg,Pepsi,Supermarket,15388,1.12,17181.44,0.67,10264.08,6917.36
T01739,01-02-2024,Lower Bavaria,Nuremberg,Pepsi,Club/Bar,11040,0.94,10373.6,0.58,6348.27,4025.33
T01740,01-02-2024,Lower Bavaria,Nuremberg,Pepsi,Online,15121,0.86,13053.79,0.59,8946.29,4107.49
T01741,01-02-2024,Upper Franconia,Augsburg,Club-Mate,Retail,5708,1.21,6884.31,0.93,5283.57,1600.74
T01742,01-02-2024,Upper Franconia,Augsburg,Club-Mate,Supermarket,3113,1.37,4266.4,0.82,2556.48,1709.92
T01743,01-02-2024,Upper Franconia,Augsburg,Club-Mate,Club/Bar,3759,1.33,4998.57,0.97,3657.2,1341.38
T01744,01-02-2024,Upper Franconia,Augsburg,Club-Mate,Online,4062,1.21,4914.33,0.94,3813.1,1101.22
T01745,01-02-2024,Upper Franconia,Augsburg,Coca-Cola,Retail,16848,0.87,14730.23,0.54,9143.3,5586.93
T01746,01-02-2024,Upper Franconia,Augsburg,Coca-Cola,Supermarket,19785,0.89,17574.54,0.61,12010.26,5564.28
T01747,01-02-2024,Upper Franconia,Augsburg,Coca-Cola,Club/Bar,16640,1.18,19645.02,0.51,8563.01,11082
T01748,01-02-2024,Upper Franconia,Augsburg,Coca-Cola,Online,15846,1.2,18961.29,0.66,10399.89,8561.39
T01749,01-02-2024,Upper Franconia,Augsburg,Pepsi,Retail,17097,1.18,20091.4,0.6,10208.77,9882.63
T01750,01-02-2024,Upper Franconia,Augsburg,Pepsi,Supermarket,11532,1.14,13105.08,0.65,7471.79,5633.29
T01751,01-02-2024,Upper Franconia,Augsburg,Pepsi,Club/Bar,17646,1.2,21166.95,0.69,12188.34,8978.6
T01752,01-02-2024,Upper Franconia,Augsburg,Pepsi,Online,18998,1.07,20395.69,0.6,11332.23,9063.46
T01753,01-02-2024,Upper Palatinate,Regensburg,Club-Mate,Retail,2361,1.36,3207.02,0.96,2269.52,937.5
T01754,01-02-2024,Upper Palatinate,Regensburg,Club-Mate,Supermarket,3603,1.33,4799.43,0.95,3433.75,1365.68
T01755,01-02-2024,Upper Palatinate,Regensburg,Club-Mate,Club/Bar,3567,1.35,4826.03,0.95,3377.76,1448.27
T01756,01-02-2024,Upper Palatinate,Regensburg,Club-Mate,Online,5211,1.39,7242.04,0.86,4491.8,2750.25
T01757,01-02-2024,Upper Palatinate,Regensburg,Coca-Cola,Retail,14298,1.19,17016.32,0.68,9688.59,7327.73
T01758,01-02-2024,Upper Palatinate,Regensburg,Coca-Cola,Supermarket,12501,1.11,13935.43,0.57,7136.81,6798.62
T01759,01-02-2024,Upper Palatinate,Regensburg,Coca-Cola,Club/Bar,15090,0.89,13503.84,0.61,9231.85,4271.99
T01760,01-02-2024,Upper Palatinate,Regensburg,Coca-Cola,Online,17619,0.81,14204.31,0.5,8834.04,5370.27
T01761,01-02-2024,Upper Palatinate,Regensburg,Pepsi,Retail,13223,0.94,12414.05,0.53,6955.43,5458.62
T01762,01-02-2024,Upper Palatinate,Regensburg,Pepsi,Supermarket,16634,0.99,16485.54,0.54,9056.14,7429.39
T01763,01-02-2024,Upper Palatinate,Regensburg,Pepsi,Club/Bar,15246,1.07,16315.24,0.58,8770.83,7544.42
T01764,01-02-2024,Upper Palatinate,Regensburg,Pepsi,Online,9379,0.88,8237.89,0.51,4745.36,3492.53
T01765,01-02-2024,Upper Bavaria,Würzburg,Club-Mate,Retail,6034,1.21,7315.66,0.89,5358.9,1956.75
T01766,01-02-2024,Upper Bavaria,Würzburg,Club-Mate,Supermarket,6751,1.41,9518.99,0.94,6346.55,3172.44
T01767,01-02-2024,Upper Bavaria,Würzburg,Club-Mate,Club/Bar,5663,1.25,7055.91,0.93,5269.5,1786.41
T01768,01-02-2024,Upper Bavaria,Würzburg,Club-Mate,Online,2646,1.37,3618.91,0.98,2605.56,1013.35
T01769,01-02-2024,Upper Bavaria,Würzburg,Coca-Cola,Retail,18659,0.86,16062.07,0.66,12250.47,3811.6
T01770,01-02-2024,Upper Bavaria,Würzburg,Coca-Cola,Supermarket,15987,0.81,12991.93,0.65,10416.65,2575.28
T01771,01-02-2024,Upper Bavaria,Würzburg,Coca-Cola,Club/Bar,12661,1.04,13159.01,0.69,8760.66,4398.36
T01772,01-02-2024,Upper Bavaria,Würzburg,Coca-Cola,Online,14514,1.09,15778.43,0.6,8729.03,7049.39
T01773,01-02-2024,Upper Bavaria,Würzburg,Pepsi,Retail,14706,0.88,12914.78,0.63,9239.91,3674.87
T01774,01-02-2024,Upper Bavaria,Würzburg,Pepsi,Supermarket,8240,0.88,7285.94,0.64,5260.92,2025.02
T01775,01-02-2024,Upper Bavaria,Würzburg,Pepsi,Club/Bar,8800,0.95,8347.51,0.58,5146.51,3201
T01776,01-02-2024,Upper Bavaria,Würzburg,Pepsi,Online,17703,0.81,14375.12,0.53,9362.49,5012.63
T01777,01-02-2024,Upper Palatinate,Ingolstadt,Club-Mate,Retail,6322,1.36,8622.77,0.93,5887.4,2735.37
T01778,01-02-2024,Upper Palatinate,Ingolstadt,Club-Mate,Supermarket,4831,1.22,5914.11,0.92,4442.2,1471.9
T01779,01-02-2024,Upper Palatinate,Ingolstadt,Club-Mate,Club/Bar,2473,1.45,3584.19,0.85,2097.41,1486.78
T01780,01-02-2024,Upper Palatinate,Ingolstadt,Club-Mate,Online,4941,1.43,7089.95,0.93,4611.92,2478.02
T01781,01-02-2024,Upper Palatinate,Ingolstadt,Coca-Cola,Retail,8871,1.14,10094.56,0.51,4536.8,5557.76
T01782,01-02-2024,Upper Palatinate,Ingolstadt,Coca-Cola,Supermarket,17986,1.02,18326.94,0.59,10554.62,7772.32
T01783,01-02-2024,Upper Palatinate,Ingolstadt,Coca-Cola,Club/Bar,17520,1.16,20358.4,0.64,11243.48,9114.92
T01784,01-02-2024,Upper Palatinate,Ingolstadt,Coca-Cola,Online,12346,0.92,11366.85,0.56,6914.21,4452.64
T01785,01-02-2024,Upper Palatinate,Ingolstadt,Pepsi,Retail,18652,0.96,17946.63,0.68,12592.2,5354.43
T01786,01-02-2024,Upper Palatinate,Ingolstadt,Pepsi,Supermarket,14125,1.14,16086.35,0.51,7261.73,8824.62
T01787,01-02-2024,Upper Palatinate,Ingolstadt,Pepsi,Club/Bar,8056,0.98,7917.6,0.67,5380.53,2537.07
T01788,01-02-2024,Upper Palatinate,Ingolstadt,Pepsi,Online,10166,1.1,11194.07,0.59,6046.96,5147.1
T01789,01-02-2024,Lower Bavaria,Erlangen,Club-Mate,Retail,2215,1.29,2864.31,0.87,1929.11,935.2
T01790,01-02-2024,Lower Bavaria,Erlangen,Club-Mate,Supermarket,2699,1.25,3377.09,0.81,2173,1204.09
T01791,01-02-2024,Lower Bavaria,Erlangen,Club-Mate,Club/Bar,2118,1.37,2910.44,0.99,2105.66,804.78
T01792,01-02-2024,Lower Bavaria,Erlangen,Club-Mate,Online,6062,1.25,7584.99,0.94,5706.25,1878.74
T01793,01-02-2024,Lower Bavaria,Erlangen,Coca-Cola,Retail,10640,0.99,10579.28,0.61,6474.11,4105.17
T01794,01-02-2024,Lower Bavaria,Erlangen,Coca-Cola,Supermarket,18087,0.81,14726,0.69,12410.66,2315.34
T01795,01-02-2024,Lower Bavaria,Erlangen,Coca-Cola,Club/Bar,13327,0.95,12647.41,0.6,7982.25,4665.16
T01796,01-02-2024,Lower Bavaria,Erlangen,Coca-Cola,Online,9191,1.15,10567.5,0.52,4750.55,5816.95
T01797,01-02-2024,Lower Bavaria,Erlangen,Pepsi,Retail,9801,0.89,8676.99,0.67,6594.54,2082.45
T01798,01-02-2024,Lower Bavaria,Erlangen,Pepsi,Supermarket,19422,1.05,20317.25,0.66,12777.16,7540.09
T01799,01-02-2024,Lower Bavaria,Erlangen,Pepsi,Club/Bar,17211,0.87,14914.93,0.55,9501.07,5413.86
T01800,01-02-2024,Lower Bavaria,Erlangen,Pepsi,Online,8820,1.06,9380.67,0.55,4812.18,4568.49
T01801,01-02-2024,Franconia,Bayreuth,Club-Mate,Retail,6515,1.25,8142.18,0.99,6448.83,1693.35
T01802,01-02-2024,Franconia,Bayreuth,Club-Mate,Supermarket,4876,1.31,6408.32,1,4873.75,1534.57
T01803,01-02-2024,Franconia,Bayreuth,Club-Mate,Club/Bar,6515,1.25,8147.1,1,6485.87,1661.23
T01804,01-02-2024,Franconia,Bayreuth,Club-Mate,Online,6105,1.35,8248.83,0.93,5676.84,2571.99
T01805,01-02-2024,Franconia,Bayreuth,Coca-Cola,Retail,14089,1.07,15136.83,0.64,9044.89,6091.95
T01806,01-02-2024,Franconia,Bayreuth,Coca-Cola,Supermarket,13427,0.99,13344.04,0.6,8103.75,5240.29
T01807,01-02-2024,Franconia,Bayreuth,Coca-Cola,Club/Bar,12850,1.04,13307.33,0.53,6809.35,6497.98
T01808,01-02-2024,Franconia,Bayreuth,Coca-Cola,Online,11226,1.17,13095.2,0.7,7811.98,5283.22
T01809,01-02-2024,Franconia,Bayreuth,Pepsi,Retail,19044,1.19,22570.43,0.69,13165.59,9404.84
T01810,01-02-2024,Franconia,Bayreuth,Pepsi,Supermarket,9493,0.93,8871.87,0.54,5117.76,3754.1
T01811,01-02-2024,Franconia,Bayreuth,Pepsi,Club/Bar,10014,1.15,11491.39,0.67,6753.96,4737.43
T01812,01-02-2024,Franconia,Bayreuth,Pepsi,Online,14759,0.81,11998.12,0.54,7901.21,4096.91
T01813,01-02-2024,Lower Franconia,Bamberg,Club-Mate,Retail,6724,1.23,8300.68,0.81,5460.79,2839.89
T01814,01-02-2024,Lower Franconia,Bamberg,Club-Mate,Supermarket,2908,1.4,4064.36,0.84,2441.86,1622.5
T01815,01-02-2024,Lower Franconia,Bamberg,Club-Mate,Club/Bar,3654,1.47,5387.04,0.84,3056.53,2330.51
T01816,01-02-2024,Lower Franconia,Bamberg,Club-Mate,Online,4814,1.46,7031.3,0.83,3973.06,3058.23
T01817,01-02-2024,Lower Franconia,Bamberg,Coca-Cola,Retail,8276,1.17,9707.28,0.54,4479.7,5227.58
T01818,01-02-2024,Lower Franconia,Bamberg,Coca-Cola,Supermarket,10004,1.1,10987.17,0.63,6324.93,4662.25
T01819,01-02-2024,Lower Franconia,Bamberg,Coca-Cola,Club/Bar,19471,0.98,18996.37,0.69,13362.18,5634.19
T01820,01-02-2024,Lower Franconia,Bamberg,Coca-Cola,Online,14356,1.11,15874.39,0.64,9208.35,6666.04
T01821,01-02-2024,Lower Franconia,Bamberg,Pepsi,Retail,19175,0.84,16132.08,0.66,12630.25,3501.83
T01822,01-02-2024,Lower Franconia,Bamberg,Pepsi,Supermarket,13912,0.98,13684.88,0.52,7170.7,6514.17
T01823,01-02-2024,Lower Franconia,Bamberg,Pepsi,Club/Bar,9092,0.86,7794.13,0.67,6047.3,1746.83
T01824,01-02-2024,Lower Franconia,Bamberg,Pepsi,Online,16853,0.99,16608.04,0.54,9102.61,7505.43
T01825,01-02-2024,Upper Bavaria,Passau,Club-Mate,Retail,4011,1.36,5458.71,0.8,3222.32,2236.39
T01826,01-02-2024,Upper Bavaria,Passau,Club-Mate,Supermarket,3839,1.34,5162.26,0.98,3776.94,1385.31
T01827,01-02-2024,Upper Bavaria,Passau,Club-Mate,Club/Bar,3359,1.24,4177.02,0.85,2848.06,1328.96
T01828,01-02-2024,Upper Bavaria,Passau,Club-Mate,Online,5216,1.2,6278.17,0.97,5039.5,1238.66
T01829,01-02-2024,Upper Bavaria,Passau,Coca-Cola,Retail,10802,1,10781.54,0.69,7415.08,3366.46
T01830,01-02-2024,Upper Bavaria,Passau,Coca-Cola,Supermarket,10491,1.14,11953.83,0.61,6403.59,5550.24
T01831,01-02-2024,Upper Bavaria,Passau,Coca-Cola,Club/Bar,8868,1.16,10286.1,0.67,5942.04,4344.06
T01832,01-02-2024,Upper Bavaria,Passau,Coca-Cola,Online,16832,1.15,19381.4,0.63,10579.16,8802.23
T01833,01-02-2024,Upper Bavaria,Passau,Pepsi,Retail,10139,1.12,11397.99,0.7,7089.21,4308.79
T01834,01-02-2024,Upper Bavaria,Passau,Pepsi,Supermarket,15211,1.12,17111.51,0.53,7997.89,9113.62
T01835,01-02-2024,Upper Bavaria,Passau,Pepsi,Club/Bar,19850,1.17,23292.18,0.59,11781.07,11511.11
T01836,01-02-2024,Upper Bavaria,Passau,Pepsi,Online,11292,0.83,9338.06,0.64,7262.37,2075.69
T01837,01-02-2024,Upper Bavaria,Rosenheim,Club-Mate,Retail,2328,1.37,3198.85,0.87,2015.78,1183.07
T01838,01-02-2024,Upper Bavaria,Rosenheim,Club-Mate,Supermarket,2793,1.36,3799.98,0.92,2582.96,1217.02
T01839,01-02-2024,Upper Bavaria,Rosenheim,Club-Mate,Club/Bar,4944,1.41,6965.74,0.91,4487.75,2477.99
T01840,01-02-2024,Upper Bavaria,Rosenheim,Club-Mate,Online,6173,1.45,8961.24,0.99,6116.21,2845.04
T01841,01-02-2024,Upper Bavaria,Rosenheim,Coca-Cola,Retail,12548,0.92,11502.8,0.51,6455.1,5047.7
T01842,01-02-2024,Upper Bavaria,Rosenheim,Coca-Cola,Supermarket,14604,0.87,12709.11,0.57,8346.32,4362.8
T01843,01-02-2024,Upper Bavaria,Rosenheim,Coca-Cola,Club/Bar,8031,0.85,6835.46,0.52,4155.62,2679.84
T01844,01-02-2024,Upper Bavaria,Rosenheim,Coca-Cola,Online,14446,1.05,15216.34,0.59,8459.92,6756.41
T01845,01-02-2024,Upper Bavaria,Rosenheim,Pepsi,Retail,15789,0.83,13082.6,0.55,8617.95,4464.65
T01846,01-02-2024,Upper Bavaria,Rosenheim,Pepsi,Supermarket,15174,1.05,15971.85,0.68,10248.46,5723.38
T01847,01-02-2024,Upper Bavaria,Rosenheim,Pepsi,Club/Bar,15613,0.89,13822.03,0.7,10914.39,2907.64
T01848,01-02-2024,Upper Bavaria,Rosenheim,Pepsi,Online,12832,0.91,11716,0.55,7047.88,4668.12
T01849,01-03-2024,Franconia,Munich,Club-Mate,Retail,5833,1.45,8454.85,0.85,4939.32,3515.53
T01850,01-03-2024,Franconia,Munich,Club-Mate,Supermarket,6848,1.46,9983.2,0.82,5603.19,4380.01
T01851,01-03-2024,Franconia,Munich,Club-Mate,Club/Bar,3922,1.44,5660.08,0.82,3232.5,2427.58
T01852,01-03-2024,Franconia,Munich,Club-Mate,Online,3333,1.35,4486.75,0.98,3272.78,1213.97
T01853,01-03-2024,Franconia,Munich,Coca-Cola,Retail,11637,1.13,13096.02,0.66,7700.26,5395.76
T01854,01-03-2024,Franconia,Munich,Coca-Cola,Supermarket,11498,0.92,10604.14,0.67,7729.17,2874.97
T01855,01-03-2024,Franconia,Munich,Coca-Cola,Club/Bar,8847,0.96,8452.82,0.6,5303.62,3149.2
T01856,01-03-2024,Franconia,Munich,Coca-Cola,Online,14470,0.85,12263.94,0.63,9124.99,3138.95
T01857,01-03-2024,Franconia,Munich,Pepsi,Retail,12980,0.92,11911.44,0.55,7080,4831.43
T01858,01-03-2024,Franconia,Munich,Pepsi,Supermarket,8440,1.1,9282.98,0.53,4484.45,4798.53
T01859,01-03-2024,Franconia,Munich,Pepsi,Club/Bar,15923,1,15912.8,0.7,11079.72,4833.08
T01860,01-03-2024,Franconia,Munich,Pepsi,Online,10287,1.13,11613.73,0.52,5301.58,6312.15
T01861,01-03-2024,Upper Palatinate,Nuremberg,Club-Mate,Retail,2868,1.35,3869.12,0.8,2307.89,1561.24
T01862,01-03-2024,Upper Palatinate,Nuremberg,Club-Mate,Supermarket,4278,1.45,6192.94,0.97,4155.29,2037.65
T01863,01-03-2024,Upper Palatinate,Nuremberg,Club-Mate,Club/Bar,6484,1.35,8766.47,0.9,5832.64,2933.83
T01864,01-03-2024,Upper Palatinate,Nuremberg,Club-Mate,Online,3391,1.31,4448.4,0.94,3183.8,1264.6
T01865,01-03-2024,Upper Palatinate,Nuremberg,Coca-Cola,Retail,17018,0.95,16125.29,0.61,10306.25,5819.04
T01866,01-03-2024,Upper Palatinate,Nuremberg,Coca-Cola,Supermarket,11396,1.16,13271.86,0.57,6440.76,6831.09
T01867,01-03-2024,Upper Palatinate,Nuremberg,Coca-Cola,Club/Bar,18083,1.17,21076.34,0.58,10522.64,10553.7
T01868,01-03-2024,Upper Palatinate,Nuremberg,Coca-Cola,Online,19327,1.18,22851.7,0.67,13004.97,9846.74
T01869,01-03-2024,Upper Palatinate,Nuremberg,Pepsi,Retail,8415,0.84,7040.81,0.56,4748.51,2292.3
T01870,01-03-2024,Upper Palatinate,Nuremberg,Pepsi,Supermarket,10264,0.8,8211.5,0.67,6887.6,1323.9
T01871,01-03-2024,Upper Palatinate,Nuremberg,Pepsi,Club/Bar,16886,0.97,16370.11,0.56,9519.58,6850.53
T01872,01-03-2024,Upper Palatinate,Nuremberg,Pepsi,Online,9933,0.83,8266.99,0.63,6229.28,2037.71
T01873,01-03-2024,Upper Franconia,Augsburg,Club-Mate,Retail,2235,1.37,3063.2,0.94,2107.12,956.08
T01874,01-03-2024,Upper Franconia,Augsburg,Club-Mate,Supermarket,6298,1.45,9155.41,0.83,5235.42,3920
T01875,01-03-2024,Upper Franconia,Augsburg,Club-Mate,Club/Bar,2709,1.48,4011.08,0.86,2339.75,1671.33
T01876,01-03-2024,Upper Franconia,Augsburg,Club-Mate,Online,4094,1.28,5231.52,0.98,4012.01,1219.51
T01877,01-03-2024,Upper Franconia,Augsburg,Coca-Cola,Retail,9069,1.07,9738.97,0.66,5985.48,3753.48
T01878,01-03-2024,Upper Franconia,Augsburg,Coca-Cola,Supermarket,13971,0.91,12687.02,0.62,8659.42,4027.6
